Category,Model Name,Asset Name,Location,Due Date / Issued,Calib Due/ Done Date,Atch,Parent Asset,Options
Office Assets,Intercom Phone,(593) Beetel-Intercom Phone-5,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Intercom Phone,(594) Beetel-Intercom Phone-6,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Intercom Phone,(595) Beetel-Intercom Phone-7,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Intercom Phone,(596) Beetel-Intercom Phone-8,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Intercom Phone,(597) Beetel-Intercom Phone-9,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Intercom Phone,(598) Beetel-Intercom Phone-10,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Intercom Phone,(599) Beetel-Intercom Phone-11,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Intercom Phone,(600) Beetel-Intercom Phone-12,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Intercom Phone,(601) Beetel X90-Wireless phone,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,NEP P-12-121-622-Plug Gauge-Go-NoGo,(602) Go-32.140mm-NoGo-32.370mm Go-22.62mm-NoGo-22.85mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,NEP Flaring angle 30degree Template,(603) NEP Flaring angle 30degree Template,Magdyn,null,01-01-2000~01-01-2000,,null,
Machines,Hydraulic Press with Power Pack Machine,(604) Hydraulic Press with Power Pack Machine,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Double Ended Spanner,(605) 41x46,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Double Ended Spanner,(606) 32X36,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Double Ended Spanner,(607) 30X32,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Double Ended Spanner,(608) 24X27,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Double Ended Spanner,(609) 18X19,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Double Ended Spanner,(610) 16X17,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Allen Key,(611) 3/8 inches,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Allen Key,(612) 1.5mm-19mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,4inch Medium Flat File,(613) 4inch Medium Flat File,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,4inch Medium Round File,(614) 4inch Medium Round File,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Hole Saw Cutter,(615) Hole Saw Cutter,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,MOD Knight Din Table 6 Str Glass,(616) Conference Table-Top-1,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,MOD Knight Din Table 6 Str Glass,(617) Conference Table-Top-2,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Water Pump Plier,(618) Water Pump Plier,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Locking Plier-Vise Strip,(619) Locking Plier-Vise Strip,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Mini End Cut Plier,(620) Mini End Cut Plier,Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,NEP-12-129-651 Rev.D Forming Punch and Die Tool,(621) NEP-12-129-651 Rev.D Forming Punch and Die Tool,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Sealant Gun,(622) Sealant Gun-1,Magdyn,null,01-01-2000~01-01-2000,,null,
Measuring Instruments,Measuring Stencils,(623) Measuring Stencils,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Prime Shaft Slot Radius Electrode,(624) Prime Shaft Slot Radius Electrode-1,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Prime Shaft Slot Radius Electrode,(625) Prime Shaft Slot Radius Electrode-2,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Prime Shaft Slot Radius Electrode,(626) Prime Shaft Slot Radius Electrode-3,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Prime Shaft Slot Chamfer Electrode,(627) Prime Shaft Slot Chamfer Electrode,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Cutting Wheel,(628) 14inch Aluminium Cutting Wheel,Magdyn,null,01-01-2000~01-01-2000,,null,
Machine Parts,ER6V Lithium Battery ,(629) ER6V Lithium Battery-3.6V,Magdyn,null,01-01-2000~01-01-2000,,null,
Machine Parts,ER6V Lithium Battery ,(630) MBM5700,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,NEP 12-129-622 Rev-C Plug Gauge,(631) Go-25.790mm NoGo-26.020mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,NEP-12-129-651 Rev.D Receiver Gauge,(632) NEP-12-129-651 Rev.D Receiver Gauge,Magdyn,null,01-01-2000~01-01-2000,,null,
Electronics Items,Spike Guard Extension box,(633) Spike Guard Extension box,Magdyn,null,01-01-2000~01-01-2000,,null,
Electronics Items,Techtonics Raspberry Pi Pico Microcontroller,(634) Raspberry Pi Pico Microcontroller-2,Magdyn,null,01-01-2000~01-01-2000,,null,
Measuring Instruments,360Protector-250mm,(635) 360 Protector-250mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Measuring Instruments,350 Protector-150mm,(636) 350 Protector-150mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Measuring Instruments,350 Protector-143mm-25 Circles,(637) 350 Protector-143mm-25 Circles,Magdyn,null,01-01-2000~01-01-2000,,null,
Fixtures,Small NPT Bush Hexagon Milling Fixture,(638) Small NPT Bush Hexagon Milling Fixture,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,A4 Paper Cutter 210mmx297mm,(639) A4 Paper Cutter 210mmx297mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,12-129-651 Receiver Gauge Float Pin,(640) 12-129-651 Receiver Gauge Float pin,Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,12-129-651 Receiver Gauge Fixture pin,(641) 12-129-651 Receiver Gauge Fixture pin,Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,Press Parallel Plate 15X75X250 ,(642) Press Parallel Plate 15X75X250 ,Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,Press Parallel Block 75X75X250,(643) Press Parallel Block 75X75X250,Magdyn,null,01-01-2000~01-01-2000,,null,
Machines,CNC Router 4.5KW-220V S1 Servo AC,(644) CNC Router 4.5KW-220V S1 Servo AC,Magdyn,null,01-01-2000~01-01-2000,,null,
Fixtures,Spacer 0.09ThkX3.50OD Delrin Washer Drilling Fixtu,(645) Delrin Washer Drilling Fixture,Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,Magnetic 'V' Block (80x80x100)mm,(646) Magnetic 'V' Block (80x80x100)mm-1,Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,Magnetic 'V' Block (80x80x100)mm,(647) Magnetic 'V' Block (80x80x100)mm-2,Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,Magnetic Vee Block (40x40x50)mm,(648) Magnetic Vee Block (40x40x50)mm-1,Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,Magnetic Vee Block (40x40x50)mm,(649) Magnetic Vee Block (40x40x50)mm-2,Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,Split Flange 90degree Straight Rod,(650) Split Flange 90degree Straight Rod,Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,Non Magnetic Vee Block (75.38x40.05x37.4)mm,(651) Non Magnetic Vee Block (75.38x40.05x37.4)mm-1,Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,Non Magnetic Vee Block (75.38x40.05x37.4)mm,(652) Non Magnetic Vee Block (75.38x40.05x37.4)mm-2,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,NEP 90degree Angle Template,(653) NEP 90degree Angle Template,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Plain Plug Gauge,"(654) Go 19.445-19.675, 25.795-26.015mm",Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,NEP 12-129-651 Press Ejector Pin,(655) NEP 12-129-651 Press Ejector Pin-1,Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,NEP 12-129-651 Press Ejector Pin,(656) NEP 12-129-651 Press Ejector Pin-2,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Junction box inner thread depth and wall thickness,(657) JB-Inner thread depth wall thick measuring pin,Magdyn,null,01-01-2000~01-01-2000,,null,
Cupboard,7 Shelf Tool Rack 600x700x1050,(658) 7 Shelf Tool Rack-1,CO-Rajeev,2025-12-30 11:59:27~2025-12-30 11:59:27,01-01-2000~01-01-2000,,null,
Cupboard,7 Shelf Tool Rack 600x700x1050,(659) 7 Shelf Tool Rack-2,CO-Rajeev,2025-12-30 12:00:28~2025-12-30 12:00:28,01-01-2000~01-01-2000,,null,
Gauges,Chamfer Gauge-0.50-5.0mm,(660) Chamfer Gauge-0.50-5.0mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Feeler Gauge-0.05-1mm,(661) Feeler Gauge-0.05-1mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Fixtures,Small NPT Bush Induction Welding Fixture,(662) Small NPT Bush Induction Welding Fixture,Magdyn,null,01-01-2000~01-01-2000,,null,
Lathe Tool,Taper Shank Reamer HS Dia 17mm,(663) Taper Shank Reamer HS Dia 17mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Plain Plug Gauge,(664) Go-28.718-28.720 NoGo-28.821-28.818,Magdyn,null,01-01-2000~01-01-2000,,null,
Lathe Tool,Adjustable Hand Reamer,(665) 19-32 21-32,Magdyn,null,01-01-2000~01-01-2000,,null,
Lathe Tool,Adjustable Hand Reamer,(666) 21-32 - 23-32,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Temperature Gauge,(667) 6inch dial 0-600 Deg 12mm Stem,Magdyn,null,01-01-2000~01-01-2000,,null,
Lathe Tool,Reamer,(668) 16.5mm Straight shank spiral Flute Straight Reamer,Magdyn,null,01-01-2000~01-01-2000,,null,
Fixtures,48-082-957-ID Taper Mandrel,(669) ID Mandrel,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Flaring Angle Template,(670) Flaring Angle Template,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Safety Light Barrier Sensor,(671) Safety Light Barriar Sensor,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Small Coupler-P1000075109 Rev.D Blanking Tool,(672) Small Coupler-Blanking Tool,CO-Hp Engineering,2025-12-31 17:07:28~2025-12-13 17:07:28,01-01-2000~01-01-2000,,null,
Tools,Big Coupler-P1000075110 Rev.D Blanking Tool,(673) Big Coupler-Blanking Tool,CO-Hp Engineering,2025-12-31 17:07:56~2025-12-13 17:07:56,01-01-2000~01-01-2000,,null,
Gauges, Baker Thread Plug Gauge 20mmX2.5mm 6H,(674) Baker Thread Plug Gauge 20mmX2.5mm 6H,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Glass Vacuum Suction Cup,(675) Glass Vacuum Suction Cup,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,P4000126290 Rev.A Clamping Hole Inspection Gauge,(676) Clamping Hole Inspection Gauge-1,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Laser Cut sample checking Plug Gauge,(677) Laser Cut sample checking Plug Gauge,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,P4000126290 Rev.A Clamping Hole Inspection Gauge,(678) Clamping Hole Inspection Gauge-2,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Non Metallic Seal  Blanking and Piercing Tool,(679) 48-082-957-Rev.D,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Non Metallic Seal Forming Tool,(680) 48-082-957-Rev.D-Forming Tool,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Fire Extinguisher,(681) ABC Dry Chemical Powder-1,Magdyn,null,02-11-2027~03-11-2025,,null,
Office Assets,Fire Extinguisher,(682) ABC Dry Chemical Powder-2,Magdyn,null,02-11-2027~03-11-2025,,null,
Office Assets,Fire Extinguisher,(683) ABC Dry Chemical Powder-3,Magdyn,null,02-11-2027~03-11-2025,,null,
Office Assets,Fire Extinguisher,(684) ABC Dry Chemical Powder-4,Magdyn,null,02-11-2027~03-11-2025,,null,
Office Assets,Fire Extinguisher,(685) ABC Dry Chemical Powder-5,Magdyn,null,02-11-2027~03-11-2025,,null,
Office Assets,Fire Extinguisher,(686) ABC Dry Chemical Powder-6,Magdyn,null,02-11-2027~03-11-2025,,null,
Office Assets,Fire Extinguisher,(687) ABC Dry Chemical Powder-7,Magdyn,null,02-11-2027~03-11-2025,,null,
Office Assets,Fire Extinguisher,(688) ABC Dry Chemical Powder-8,Magdyn,null,02-11-2027~03-11-2025,,null,
Office Assets,Fire Extinguisher,(689) CO2-Safex-1,Magdyn,null,02-11-2027~03-11-2025,,null,
Office Assets,Fire Extinguisher,(690) CO2-Safex-2,Magdyn,null,02-11-2027~03-11-2025,,null,
Office Assets,Fire Extinguisher,(691) CO2-Safex-3,Magdyn,null,02-11-2027~03-11-2025,,null,
Office Assets,Fire Extinguisher,(692) CO2-Safex-4,Magdyn,null,02-11-2027~03-11-2025,,null,
Office Assets,Laptop,(693) Toshiba AC4C-2509043,CO-sska,2027-02-01 16:44:15~2025-11-14 16:44:15,01-01-2000~01-01-2000,,null,
Tools,Hammer Drill Driver,(694) DCD776C2 18V Hammer Drill Driver,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Diamond Dresser,(695) Diamond Dresser-1CT,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Coupler Forming Tool,(696) 1st Coupler Forming Tool,CO-Hp Engineering,2025-12-31 17:05:51~2025-12-13 17:05:51,01-01-2000~01-01-2000,,null,
Tools,Coupler Forming Tool,(697) 2nd Coupler Forming Tool,CO-Hp Engineering,2025-12-31 17:06:33~2025-12-13 17:06:33,01-01-2000~01-01-2000,,null,
Tools,Coupler Forming Tool,(698) 3rd Coupler Forming Tool,CO-Hp Engineering,2025-12-31 17:06:53~2025-12-13 17:06:53,01-01-2000~01-01-2000,,null,
Gauges,Non Metallic Seal Plug Gauge,(699) 48-082-957 Rev.D,CO-L.R. Engineering,2026-03-31 11:33:15~2026-03-04 11:33:15,01-01-2000~01-01-2000,,null,
Gauges,Screw Pitch Gauge,(700) Metric 60degree-Whit Worth Threads 55degree,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Adjustable Snap Gauge,(701) 0-6mm-1,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Adjustable Snap Gauge,(702) 0-6mm-2,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Adjustable Snap Gauge,(703) 6-13mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Adjustable Snap Gauge,(704) 32-38mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Sealant Gun,(705) Sealant Gun-2,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Non Extrusion Plate Receiver Gauge,(706) P415227 Rev.C,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Double Ended Spanner,(707) 12X13,CO-Rajeev,2026-12-31 15:13:16~2026-01-07 15:13:16,01-01-2000~01-01-2000,,null,
Tools,Carbide End Mill Cutter,(708) Dia 10mm Length 200mm-1,CO-Rajeev,2026-12-31 15:14:19~2026-01-07 15:14:19,01-01-2000~01-01-2000,,null,
Tools,Forming Tool,"(709) 12-121-622, 12-129-622",Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,Non Metallic Seal Tool,(710) Top Punch Tool-11.500ODx11.500 ODx10.839 IDx.20LG,Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,Non Metallic Seal Tool,(711) Bottom Die Tool-11.500ODx11.500 ODx10.839 IDx.20LG,Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,Non Metallic Seal Tool,(712) Top Punch Tool-13.355 ODx12.800 IDx.20LG,Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,Non Metallic Seal Tool,(713) Bottom Die Tool-13.355 ODx12.800 IDx.20 LG,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Fire Extinguisher,(714) GI Fire Bucket with Lid and hook-9Ltrs-1,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Fire Extinguisher,(715) GI Fire Bucket with Lid and hook-9Ltrs-2,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Fire Extinguisher,(716) GI Fire Bucket with Lid and hook-9Ltrs-3,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Fire Extinguisher,(717) GI Fire Bucket with Lid and hook-9Ltrs-4,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Fire Extinguisher,(718) GI Fire Bucket with Lid and hook-9Ltrs-5,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Fire Extinguisher,(719) GI Fire Bucket with Lid and hook-9Ltrs-6,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Carbide End Mill Cutter,(720) Dia 10mm Length 200mm-2,CO-Rajeev,2026-01-31 17:59:30~2026-01-02 17:59:30,01-01-2000~01-01-2000,,null,
Machines,Stanley Table Saw Cutting machine,(721) Stanley Table Saw Cutting machine,Magdyn,null,01-01-2000~01-01-2000,,null,
Cupboard,7 Shelf Tool Rack 600x700x1050,(722) 7 Shelf Tool Rack-3,CO-VSM,2026-01-31 17:50:52~2026-01-02 17:50:52,01-01-2000~01-01-2000,,null,
Insert,Insert,(723) KORY DNMG 150608-0.8mm Insert-2,CO-Rajeev,2026-01-31 17:51:57~2026-01-02 17:51:57,01-01-2000~01-01-2000,,null,
Insert,Insert,(724) CCMT 060208 MT8020-0.8mm Insert,CO-Rajeev,2026-01-31 17:52:34~2026-01-02 17:52:34,01-01-2000~01-01-2000,,null,
Insert,Insert,(725) CCMT 060204 CM CC2430 0.4mm Insert,CO-Rajeev,2026-01-31 17:52:56~2026-01-02 17:52:56,01-01-2000~01-01-2000,,null,
Insert,Insert,(726) ACME 6 Thread Insert,CO-Rajeev,2026-01-31 13:07:35~2026-01-05 13:07:35,01-01-2000~01-01-2000,,null,
Insert,Insert,(727) KAR MGMN 200T PA315 Insert-1,CO-Rajeev,2026-12-31 18:41:07~2026-01-08 18:41:07,01-01-2000~01-01-2000,,null,
Insert,Insert,(728) KOR CCMT 097308 HMP PC9030 Insert-1,CO-Rajeev,2026-12-31 18:41:31~2026-01-08 18:41:31,01-01-2000~01-01-2000,,null,
Insert,Insert,(729) KOR CCMT 097308 HMP PC9030 Insert-2,CO-Rajeev,2026-12-31 18:41:53~2026-01-08 18:41:53,01-01-2000~01-01-2000,,null,
Insert,Insert,(730) KOR CCMT 097308 HMP PC9030 Insert-3,CO-Rajeev,2026-12-31 18:36:36~2026-01-08 18:36:36,01-01-2000~01-01-2000,,null,
Insert,Insert,(731) KAR MGMN 200T PA315 Insert-2,CO-Rajeev,2026-12-31 18:37:08~2026-01-08 18:37:08,01-01-2000~01-01-2000,,null,
Insert,Insert,(732) YG SPMX 060204 YG602 Insert-1,CO-Rajeev,2026-12-31 18:39:36~2026-01-08 18:39:36,01-01-2000~01-01-2000,,null,
Insert,Insert,(733) YG SPMX 060204 YG602 Insert-2,CO-Rajeev,2026-12-31 18:40:00~2026-01-08 18:40:00,01-01-2000~01-01-2000,,null,
Tools,20mm UDRILL 3LD SP06 Tool,(734) 20mm UDRILL 3LD SP06 Tool,CO-Rajeev,2026-12-31 18:40:23~2026-01-08 18:40:23,01-01-2000~01-01-2000,,null,
Office Assets,Lock and Key,(735) Godrej Dura Lock-1,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Lock and Key,(736) Godrej Dura Lock-2,Magdyn,null,01-01-2000~01-01-2000,,null,
Tool Part,Comparator Stand,(737) Cast Iron Base Comparator Stand,Magdyn,null,01-01-2000~01-01-2000,,null,
Tool Part,DongCheng 300W DSA125 Random Orbital Sander 125mm,(738) DongCheng 300W DSA125 Random Orbital Sander 125mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Tool Part,DZE180S Marble Cutter,(739) DZE180S Marble Cutter,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Cutting Wheel,(740) TCT Saw Blade 7inchx60T XP,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Cutting Wheel,(741) TCT Saw Blade 8inchx60T XP,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Cutting Wheel,(742) 7 inch Circular Saw Blade,Magdyn,null,01-01-2000~01-01-2000,,null,
Tool Part,P1000027572 Rev.C Bottom Die Locator,(743) P1000027572 Rev.C Bottom Die Locator,Magdyn,null,01-01-2000~01-01-2000,,null,
Tool Part,P1000027575 Rev.c Bottom Die Locator,(744) P1000027575 Rev.C Bottom Die Locator,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Thread Plug Gauge,(745) Unik 1 1/4 - 11 1/2 NPT Thread Plug Gauge,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Thread Plug Gauge,(746) Unik 1.1/2 - 11 1/2 NPT Thread Plug Gauge,Magdyn,null,01-01-2000~01-01-2000,,null,
Fixtures,48inch Strip Cutting fixture,(747) P171614 Rev.E,Magdyn,null,01-01-2000~01-01-2000,,null,
Fixtures,200x1.5 Straight Jaw,(748) 200x1.5 Straight Jaw-2,CO-Rajeev,2026-12-31 15:46:36~2026-01-20 15:46:36,01-01-2000~01-01-2000,,null,
Fixtures,200x1.5 Taper Jaw,(749) 200x1.5 Taper Jaw-2,CO-Rajeev,2026-12-31 16:57:32~2026-01-22 16:57:32,01-01-2000~01-01-2000,,null,
Tools,Carbide End Mill Cutter,(750) Dia 10mm Length 200mm-3,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Carbide End Mill Cutter,(751) Dia 10mm Length 200mm-4,Magdyn,null,01-01-2000~01-01-2000,,null,
Insert,Insert,(752) TNMG 160408 MT TT5100 - 0.8 Insert-1,CO-Rajeev,2026-12-31 13:29:42~2026-01-22 13:29:42,01-01-2000~01-01-2000,,null,
Insert,Insert,(753) TNMG 160408 MT TT5100 - 0.8 Insert-2,CO-Rajeev,2026-12-31 13:31:46~2026-01-22 13:31:46,01-01-2000~01-01-2000,,null,
Insert,Insert,(754) TNMG 160408 MT TT5100 - 0.8 Insert-3,CO-Rajeev,2026-12-31 13:32:05~2026-01-22 13:32:05,01-01-2000~01-01-2000,,null,
Insert,Insert,(755) CCMT 097308 CM2430 0.8 Insert-1,CO-Rajeev,2026-12-31 15:12:24~2026-01-23 15:12:24,01-01-2000~01-01-2000,,null,
Insert,Insert,(756) CCMT 097308 CM2430 0.8 Insert-2,CO-Rajeev,2026-12-31 15:14:12~2026-01-23 15:14:12,01-01-2000~01-01-2000,,null,
Insert,Insert,(757) CCMT 097308 CM2430 0.8 Insert-3,CO-Rajeev,2026-12-31 15:14:31~2026-01-23 15:14:31,01-01-2000~01-01-2000,,null,
Tools,NPT HSS Tap,(758) 1 1/4 - 11 1/2 NPT HSS Tap,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,NPT HSS Tap,(759) 1 1/2 - 11 1/2 NPT HSS Tap,Magdyn,null,01-01-2000~01-01-2000,,null,
Machines,Dust Remover machine,(760) Dust Remover small machine,Magdyn,null,01-01-2000~01-01-2000,,null,
Machines,Dust Remover machine,(761) Dust Remover machine-Gem,Magdyn,null,01-01-2000~01-01-2000,,null,
Measuring Instruments,PI Tape 2inch-24inch,(762) PI Tape OD 2inch-24inch-P1SP-White Knob,Magdyn,null,01-01-2000~01-01-2000,,null,
Measuring Instruments,PI Tape 2inch-24inch,(763) PI Tape ID 2inch-24inch-Red Knob,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Tap Wrench,(764) 1 1/2inch Tap Wrench,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Radius Cutter,(765) 4mmx12mm Shank,Magdyn,null,01-01-2000~01-01-2000,,null,
Measuring Instruments,Shore A Hardness Tester with Durometer,(766) 25-50-75,Magdyn,null,01-01-2000~01-01-2000,,null,
Electronics Items,Timer,(767) Rotary Countdown Timer-Silver,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Angle Grinder,(768) Angle Grinder GWS600-1,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Angle Grinder,(769) Angle Grinder GWS600-2,Magdyn,null,01-01-2000~01-01-2000,,null,
Fixtures,Prime Shaft Spark Op Fixture,(770) Prime Shaft Spark Op Fixture,Magdyn,null,01-01-2000~01-01-2000,,null,
Measuring Instruments,Z Axis Setter,(771) Z Axis Setter-0.01mm Precision,CO-Rajeev,2026-12-31 16:53:18~2026-02-02 16:53:18,01-01-2000~01-01-2000,,null,
Machines,Spark Erosion EDM Machine-S35 Micro,(772) Spark Erosion EDM Machine,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Non Metallic Seal Receiver Gauge,(773) 48-082-957-Rev.D-Receiver Gauge,Magdyn,null,01-01-2000~01-01-2000,,null,
Tool Part,Bosch 550W Rotary Drilling machine,(774) Bosch 550W Rotary Drilling machine-Gun M13-2,Magdyn,null,01-01-2000~01-01-2000,,null,
Lathe Tool,Collett,(775) Collet ER32,Magdyn,null,01-01-2000~01-01-2000,,null,
Lathe Tool,Collett,(776) Collett ER20,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Carbide End Mill Cutter,(777) 8mm Flute length 50mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Fixtures,FIXTURE,(778) SCWIMMER FLOAT WELDING ALLIGNMENT FIXTURE,Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,Spacer Protector Cap-Rubber Seal Mould Tool,(779) Hardness checking fixture-23.80,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,17mm UDrill C20-5D17-88SP06,(780) 060204 M2 2X5,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Precision Knife,(781) Precision Knife,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Solicarb Plain Plug Gauge 8.100-8.113mm,(782) 18-19/702,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Solicarb Plain Plug Gauge 8.100-8.113mm,(783) 18-19/701,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Addison HSS 1/2 D17178D,(784) Addison HSS 1/2 D17178D,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Unik Thread plug Gauge 7/16-14 UNC 2B Gauge,(785) Go HO963 NoGo HO949,Magdyn,null,01-01-2000~01-01-2000,,null,
Measuring Instruments,Mitutoyo Plunger Dial Indicator 12.7-0.01mm,(786) 09022910,Magdyn,null,01-01-2000~01-01-2000,,null,
Measuring Instruments,Digital Clamp Meter,(787) Mastech Clamp Meter-M266 dia 50mm,CO-rsk,2026-03-02 12:16:46~2026-03-02 12:16:46,01-01-2000~01-01-2000,,null,
Office Assets,Expandable Barrier-Plastic-2nos,(788) Expandable Barrier-Plastic-2nos,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Spring Post-Barrier parts-6nos,(789) Spring Post-Barrier parts-6nos,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,PVC Cone with Floor Stand-Barrier Parts,(790) PVC Cone with Floor Stand-Barrier Parts-4nos,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,1/2 -13 Totem UNC HSS Tap,(791) 1/2 -13 Totem UNC HSS Tap-1,Magdyn,null,01-01-2000~01-01-2000,,null,
